Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
10/3/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,11,93.8,65,179
10/5/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,16.9,35.8,191,520
10/8/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,7.4,74,52,685
10/10/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6,83.4,254,573
10/12/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,13.3,82.3,238,471
15-10-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,34.6,57.5,80,182
23-10-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6,59,205,290
29-10-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6,36.8,118,192
11/1/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,7.4,39.8,111,190
11/5/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,15.1,76.6,287,385
11/7/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,6,63,242,318
13-11-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,59.5,111.1,165,332
15-11-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,20.3,45.2,49,141
19-11-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,35.3,80.4,161,318
21-11-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,67.6,86.7,282,482
26-11-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,50.1,59.7,216,356
12/3/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,30.9,92.3,302,450
12/5/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,25.3,57.4,168,305
12/7/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,43.7,73.2,190,447
12/10/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,50.1,104.3,334,509
12/12/2007,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,13.7,69.5,312,524
17-12-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,22,80,203,395
19-12-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,59.9,86.6,338,625
26-12-07,West Bengal,Kolkata,Cossipore Police Stn,Industrial Areas,39.7,79.8,265,402
1/4/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,9.2,90.8,263,535
1/6/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,10.3,84.2,250,449
1/10/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,11.5,89.4,312,590
1/12/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,10,103.7,291,610
14-01-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,9.7,86,223,512
16-01-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,11.3,98.7,211,442
22-01-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,10,85.6,145,320
26-01-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,11.2,76.2,289,527
31-01-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,8.6,91,230,450
2/3/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,8.5,78.6,110,258
2/6/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.6,93.8,132,314
2/9/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.6,75,97,229
2/11/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.3,60.9,118,315
13-02-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.7,70.5,52,127
18-02-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,7.8,87.4,188,368
21-02-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.7,81.2,187,381
28-02-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.4,67.6,91,193
3/3/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.3,65.3,89,186
3/6/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.8,75.3,168,360
3/9/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.4,61.1,81,215
3/12/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.2,56.2,100,230
15-03-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.6,66.2,120,277
20-03-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.4,63,106,231
24-03-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.1,59.1,94,233
27-03-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.1,83.9,217,454
4/1/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.2,62.1,71,224
4/5/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5,48.7,44,112
4/10/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.5,36.7,61,141
14-04-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.9,63.3,32,85
16-04-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.4,57.5,67,157
18-04-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.2,37.9,40,118
24-04-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.9,47.7,43,113
26-04-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.7,45.1,56,148
5/3/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.1,62.4,75,181
5/5/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.8,54.7,46,122
5/7/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.2,43.3,51,142
5/11/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.5,37.8,31,94
13-05-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.4,49.8,54,152
19-05-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5,61.1,76,203
22-05-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.9,58.5,56,157
25-05-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6,49.1,38,123
28-05-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.5,41.5,50,132
30-05-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.2,55.6,86,204
6/4/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5,40.4,31,89
6/6/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.4,44.9,45,115
6/10/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.7,56.2,51,130
14-06-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.4,43.8,30,76
19-06-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.6,39.6,33,98
22-06-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.3,49.8,24,80
26-06-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.3,45.8,43,112
30-06-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.4,45.1,37,102
7/3/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.7,45.1,23,66
7/7/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.3,47.6,37,99
7/9/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.3,51.4,55,128
7/11/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.8,59.3,49,132
15-07-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.4,47.9,24,70
19-07-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.6,59.2,39,97
23-07-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.1,41.5,42,110
27-07-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.4,51.9,34,100
8/1/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.9,44.2,32,102
8/3/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.5,42.3,34,97
8/5/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5,35.9,28,83
8/9/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.4,56.4,63,162
13-08-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.5,37,37,96
15-08-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.4,38.1,32,93
21-08-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5,42.8,48,122
25-08-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5,49.4,39,107
28-08-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.8,49.7,29,85
31-08-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.5,44.7,23,70
9/5/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.7,53.2,47,116
9/7/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,7.6,41.1,35,101
9/9/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.4,50.4,37,106
15-09-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.3,46.8,40,109
18-09-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.8,61.3,51,145
21-09-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6,52.5,27,87
24-09-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4,39.3,26,63
27-09-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.9,54.2,30,76
30-09-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.5,44,38,98
10/6/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.8,42.5,54,129
10/9/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.6,58.6,111,206
10/11/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6,71.4,93,190
15-10-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.2,58.8,30,71
19-10-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.6,83.8,65,157
21-10-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.9,74.4,118,252
24-10-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.6,63.9,119,233
29-10-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.1,69,88,190
11/1/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.6,61.1,52,140
11/7/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.8,78.8,191,373
11/10/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.5,72.3,151,282
11/12/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.9,46.5,93,210
16-11-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.5,51.5,61,168
18-11-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,8.2,53,74,192
20-11-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6,64.4,122,275
26-11-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.1,66.9,99,223
28-11-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,5.6,74.1,142,293
12/2/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,4.3,82.4,129,267
12/5/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,11.2,100.2,149,285
12/11/2007,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,9,110.9,171,272
14-12-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,8.6,93.1,161,324
16-12-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,7.1,74.5,132,277
21-12-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,6.9,92.2,237,416
24-12-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,7.8,88.5,191,362
26-12-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,8.8,117.2,262,440
30-12-07,West Bengal,Kolkata,Dunlop Bridge,Industrial Areas,7.1,86.3,189,334
1/3/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,6.2,78.3,157,340
1/8/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,5.5,71.2,230,405
13-01-07,West Bengal,Kolkata,Baishnabghata,Residential and others,6.4,69.4,167,320
17-01-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.7,73,233,416
20-01-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5.6,74,198,354
23-01-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5.6,62.2,210,402
25-01-07,West Bengal,Kolkata,Baishnabghata,Residential and others,6,73,265,451
28-01-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5.4,63.9,114,235
31-01-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5.4,63.9,164,298
2/7/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,47.8,65,182
2/10/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.9,58.8,116,253
14-02-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.8,52.3,95,192
16-02-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4,53.6,82,163
19-02-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.7,59.4,166,290
22-02-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,74.8,151,301
25-02-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,53.1,105,251
28-02-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,49.3,75,168
3/5/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,52.9,126,247
3/8/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,48.6,107,227
3/11/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,43.7,64,140
16-03-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,33.1,91,202
21-03-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,34.7,57,135
23-03-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,34,48,113
26-03-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,40.8,74,182
29-03-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,45.2,59,141
4/2/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,45.5,41,96
4/6/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,30.4,22,54
4/10/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,32.9,29,81
4/12/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,21.6,28,74
17-04-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,21.8,27,81
21-04-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,24.6,33,84
25-04-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,26.2,30,96
27-04-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,24.5,24,61
29-04-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,24.5,28,77
5/2/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,28.2,24,63
5/8/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,33.5,41,108
5/10/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,37.2,25,80
14-05-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,43.7,31,93
16-05-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,36.3,50,114
20-05-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,31.3,36,108
26-05-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.8,33.3,34,89
28-05-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,29.7,33,95
31-05-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,29.9,33,96
6/5/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,33.9,26,80
6/8/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,25.6,24,68
6/11/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,29.9,34,81
13-06-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,26.7,30,59
21-06-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5.3,32.2,21,60
23-06-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,27.7,18,60
25-06-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,26.9,29,75
27-06-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,29.3,15,51
7/1/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,36,37,98
7/4/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,33,20,59
7/9/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,31.9,21,57
14-07-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.9,32.5,33,91
17-07-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.7,38,21,71
20-07-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,34.1,32,85
22-07-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,34.2,39,106
26-07-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,32.1,25,78
29-07-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,27.1,21,65
8/2/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,32.7,28,91
8/7/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,27.7,26,64
8/10/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,26.9,42,110
15-08-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,24.2,21,100
18-08-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,27.3,22,70
20-08-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,37.6,32,84
24-08-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,33.4,28,73
26-08-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,25.5,24,66
30-08-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,29.3,19,60
9/3/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,30.2,20,54
9/7/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,32.7,38,106
9/11/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,38.9,58,111
13-09-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,57,58,98
16-09-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,34,26,54
19-09-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,40.1,22,65
26-09-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,35.6,30,77
29-09-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,41.3,30,82
10/1/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.2,35,22,55
10/4/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,40.8,24,54
10/7/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,5,43.8,50,117
13-10-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.5,46.1,59,138
15-10-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,31.7,16,50
17-10-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5.2,46.8,48,118
23-10-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,47.4,124,202
26-10-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5.4,53.4,121,222
28-10-07,West Bengal,Kolkata,Baishnabghata,Residential and others,6.9,46.3,53,113
11/2/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4,43.9,98,188
11/5/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,42.7,75,175
11/7/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,5.5,44.2,180,324
13-11-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4,56.2,99,219
15-11-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,40.7,32,85
22-11-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.1,48,126,235
24-11-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.4,45.1,102,179
29-11-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,49.5,108,220
12/1/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,54.4,93,199
12/4/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.6,57.8,84,183
12/7/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,4.3,52.4,111,218
12/9/2007,West Bengal,Kolkata,Baishnabghata,Residential and others,5.2,62.3,152,285
13-12-07,West Bengal,Kolkata,Baishnabghata,Residential and others,6.1,73,177,292
19-12-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.7,63.9,203,385
22-12-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5,70.9,180,296
25-12-07,West Bengal,Kolkata,Baishnabghata,Residential and others,5.1,83.1,245,413
27-12-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.8,71.9,201,366
31-12-07,West Bengal,Kolkata,Baishnabghata,Residential and others,4.7,73.9,192,317
1/2/2007,West Bengal,Kolkata,J.D. Park,Residential and others,9.5,50,170,NA
1/3/2007,West Bengal,Kolkata,J.D. Park,Residential and others,7,48.7,241,NA
1/4/2007,West Bengal,Kolkata,J.D. Park,Residential and others,7.3,36.3,195,NA
1/5/2007,West Bengal,Kolkata,J.D. Park,Residential and others,7.5,43.5,223,NA
1/8/2007,West Bengal,Kolkata,J.D. Park,Residential and others,NA,NA,217,NA
1/9/2007,West Bengal,Kolkata,J.D. Park,Residential and others,6,36,324,NA
1/10/2007,West Bengal,Kolkata,J.D. Park,Residential and others,10,62.5,299,NA
15-01-07,West Bengal,Kolkata,J.D. Park,Residential and others,7.5,46.5,254,NA
16-01-07,West Bengal,Kolkata,J.D. Park,Residential and others,8.3,50.7,376,NA
22-01-07,West Bengal,Kolkata,J.D. Park,Residential and others,8,45.3,189,NA
24-01-07,West Bengal,Kolkata,J.D. Park,Residential and others,7,49.3,291,NA
25-01-07,West Bengal,Kolkata,J.D. Park,Residential and others,7.5,47.5,405,NA
29-01-07,West Bengal,Kolkata,J.D. Park,Residential and others,7,38.7,146,NA
31-01-07,West Bengal,Kolkata,J.D. Park,Residential and others,7,46,373,NA
2/1/2007,West Bengal,Kolkata,J.D. Park,Residential and others,7.7,48,325,NA
2/2/2007,West Bengal,Kolkata,J.D. Park,Residential and others,7.7,43,216,NA
2/5/2007,West Bengal,Kolkata,J.D. Park,Residential and others,5.5,42,206,NA
2/6/2007,West Bengal,Kolkata,J.D. Park,Residential and others,7,51,144,NA
2/7/2007,West Bengal,Kolkata,J.D. Park,Residential and others,5,37.3,103,NA
2/8/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,29.3,86,NA
2/12/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4.3,37,165,NA
14-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.7,34.7,136,NA
16-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,31,100,NA
19-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.7,43.7,325,NA
20-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,6.7,46.3,275,NA
21-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,5,43.7,249,NA
22-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,37.3,216,NA
23-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,4,32.3,105,NA
26-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,5.7,37.7,227,NA
28-02-07,West Bengal,Kolkata,J.D. Park,Residential and others,6.3,45,264,NA
3/1/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,28.7,117,NA
3/2/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,33.7,187,NA
3/5/2007,West Bengal,Kolkata,J.D. Park,Residential and others,6.7,43.7,202,NA
3/7/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4,43,179,NA
3/8/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,36.7,102,NA
13-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,2.7,26.7,124,NA
14-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,33,141,NA
15-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,7,43,190,NA
16-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,17,169,NA
19-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.7,20.7,94,NA
20-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,23.7,90,NA
21-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,38,79,NA
22-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,4,34.7,67,NA
23-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,4.3,29.3,106,NA
26-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,30,167,NA
27-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,33.7,217,NA
28-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,2.7,39.7,115,NA
29-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,34,95,NA
30-03-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,32.3,94,NA
4/2/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,33,70,NA
4/3/2007,West Bengal,Kolkata,J.D. Park,Residential and others,NA,NA,164,NA
4/4/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3.7,26.3,183,NA
4/5/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4.7,35,74,NA
4/6/2007,West Bengal,Kolkata,J.D. Park,Residential and others,NA,NA,118,NA
4/11/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3,11.3,51,NA
4/12/2007,West Bengal,Kolkata,J.D. Park,Residential and others,NA,21,66,NA
13-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,5.7,14.7,51,NA
17-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,NA,37,NA
18-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,7.8,41,NA
19-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,10,33,NA
20-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,NA,34,NA
23-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,NA,11,30,NA
24-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,14.2,47,NA
25-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,12.2,61,NA
26-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,2.7,13.8,75,NA
27-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,3,20.7,33,NA
30-04-07,West Bengal,Kolkata,J.D. Park,Residential and others,3.3,20.7,138,NA
5/1/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3.7,21.3,44,NA
5/3/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3,19.3,52,NA
5/4/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3,20,47,NA
5/7/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4.3,18.7,34,NA
5/8/2007,West Bengal,Kolkata,J.D. Park,Residential and others,5,23.7,46,NA
5/9/2007,West Bengal,Kolkata,J.D. Park,Residential and others,3.7,20.3,33,NA
5/10/2007,West Bengal,Kolkata,J.D. Park,Residential and others,4.7,23,51,NA
